Date,open,high,Low,Close,Volume,
2020-09-03,35405,35475,35053,35405,3150000,
2020-09-01,34772,35475,34667,35053,2430000,
2020-08-31,35053,35334,34667,34772,2680000,
2020-08-28,35264,35896,35053,35053,5530000,
2020-08-27,33894,35194,33894,35018,5140000,
2020-08-26,34281,34316,33859,34000,1830000,
2020-08-25,34140,34386,34105,34316,4560000,
2020-08-24,33684,34140,33613,34035,4890000,
2020-08-21,33192,33368,33157,33297,1740000,
2020-08-20,32946,33332,32911,33051,2520000,
2020-08-19,32946,33051,32770,32911,1210000,
2020-08-18,33016,33122,32876,32911,862780,
2020-08-17,32946,33016,32665,33016,1450000,
2020-08-14,33082,33151,32635,32876,2250000,
2020-08-13,32807,32979,32669,32979,2360000,
2020-08-12,32394,32669,32257,32669,1700000,
2020-08-11,32635,32635,32326,32326,1670000,
2020-08-10,32566,32876,32394,32463,1600000,
2020-08-07,32188,32876,32188,32394,1770000,
2020-08-06,32326,32497,32119,32188,1590000,
2020-08-05,31982,32429,31810,32326,1830000,
2020-08-04,31982,32188,31775,32016,1450000,
2020-08-03,30606,31569,30606,31569,1920000,
2020-07-31,30262,31088,30262,30606,1530000,
2020-07-30,30675,31053,30675,31053,844890,
2020-07-29,30537,30881,30125,30640,2140000,
2020-07-28,30537,31500,30365,31431,2700000,
2020-07-27,31310,31936,30336,30405,4520000,
2020-07-24,32980,33084,31588,31936,4380000,
2020-07-23,32980,33223,32771,33223,1270000,
2020-07-22,33397,33397,32910,32980,1130000,
2020-07-21,33049,33362,32875,33258,1300000,
2020-07-20,33467,33536,32945,32980,2830000,
2020-07-17,33745,33745,33467,33467,1810000,
2020-07-16,33780,33919,33676,33815,1460000,
2020-07-15,33884,34058,33676,33815,2090000,
2020-07-14,33606,33989,33606,33780,2140000,
2020-07-13,33397,34058,33223,33849,3670000,
2020-07-10,33467,33571,33049,33258,1610000,
2020-07-09,33328,33676,33258,33641,3170000,
2020-07-08,32910,33328,32910,33188,2030000,
2020-07-07,32701,33328,32701,33015,3780000,
2020-07-06,32354,32667,32214,32562,1500000,
2020-07-03,32354,32354,32075,32180,731070,
2020-07-02,32214,32214,31971,32110,744040,
2020-07-01,32006,32214,31866,32145,1200000,
2020-06-30,32110,32284,31588,31762,2200000,
2020-06-29,32423,32423,31901,32040,1770000,
2020-06-26,32562,32806,32493,32597,831970,
2020-06-25,32458,32771,32423,32562,1010000,
2020-06-24,33328,33362,32736,32841,837660,
2020-06-23,32667,33676,32527,33084,2340000,
2020-06-22,32701,32701,32597,32701,1090000,
2020-06-19,32423,32701,32423,32701,1030000,
2020-06-18,32214,32493,32110,32423,1140000,
2020-06-17,32493,32527,32180,32249,1090000,
2020-06-16,32423,32562,32214,32423,1520000,
2020-06-15,33397,33397,31936,32006,1670000,
2020-06-12,31310,32701,31310,32701,4340000,
2020-06-11,33954,33954,32006,32006,5900000,
2020-06-10,34093,34093,33676,33954,1800000,
2020-06-09,34510,34545,34023,34058,2060000,
2020-06-08,34093,34789,34093,34336,5680000,
2020-06-05,33676,33884,33502,33884,1710000,
2020-06-04,34023,34023,33676,33676,1740000,
2020-06-03,33397,34058,33328,33849,2610000,
2020-06-02,33606,33745,33397,33397,2010000,
2020-06-01,33397,33641,33397,33606,1790000,
2020-05-29,33397,33467,33049,33362,1860000,
2020-05-28,33536,33815,33397,33397,1650000,
2020-05-27,34023,34371,33397,33397,2900000,
2020-05-26,33745,33954,33641,33954,2230000,
2020-05-25,33745,33815,33258,33710,2810000,
2020-05-22,34093,34093,33710,33710,2390000,
2020-05-21,34023,34302,33989,34302,2770000,
2020-05-20,34093,34093,33780,34023,1720000,
2020-05-19,34232,34580,33815,34267,3970000,
2020-05-18,33049,33641,32980,33641,2760000,
2020-05-15,33606,34023,33223,33397,3350000,
2020-05-14,34058,34163,33745,33884,3580000,
2020-05-13,33049,34476,32980,34336,9460000,
2020-05-12,32149,32387,31911,32387,4490000,
2020-05-11,32149,32387,31732,32149,3360000,
2020-05-08,31911,32804,31911,31970,5690000,
2020-05-07,31554,31851,31196,31851,3220000,
2020-05-06,30363,31613,30363,31494,5510000,
2020-05-05,30244,30363,30006,30303,1080000,
2020-05-04,29887,30303,29648,30065,1420000,
2020-04-29,30244,30601,30065,30244,2140000,
2020-04-28,30184,30244,29887,30184,1550000,
2020-04-27,30661,30661,30065,30184,2250000,
2020-04-24,30303,30482,29827,30363,2240000,
2020-04-23,31018,31077,30363,30363,2160000,
2020-04-22,29053,30482,28994,30422,3880000,
2020-04-21,30065,30303,29113,29351,5930000,
2020-04-20,30899,30958,30184,30541,3550000,
2020-04-17,30482,30541,29887,30482,4180000,
2020-04-16,29589,30244,29351,29946,2390000,
2020-04-15,30065,30244,29678,29827,3500000,
2020-04-14,28339,29470,27981,29470,6460000,
2020-04-13,27624,27981,27446,27684,1990000,
2020-04-10,27743,27981,27327,27624,2990000,
2020-04-09,27981,28339,27684,27892,3400000,
2020-04-08,27446,28011,27237,27892,2500000,
2020-04-07,28279,28398,27684,28160,3910000,
2020-04-06,27386,28279,27088,28279,4320000,
2020-04-03,25600,26582,25421,26553,3290000,
2020-04-01,24290,25719,24290,25183,2310000,
2020-03-31,24707,25243,23874,24469,2640000,
2020-03-30,24112,24469,23874,24052,3420000,
2020-03-27,26434,26434,25541,25660,4180000,
2020-03-26,27088,27297,26314,26314,3740000,
2020-03-25,27386,27624,26880,27386,3380000,
2020-03-24,26791,26791,25898,26493,3480000,
2020-03-23,27446,27922,26434,26434,4490000,
2020-03-20,28696,28726,28190,28398,2050000,
2020-03-19,28339,28636,28339,28398,2060000,
2020-03-18,29172,29232,28785,28815,2610000,
2020-03-17,27981,28874,27684,28874,3930000,
2020-03-16,28666,29589,28279,28339,3010000,
2020-03-13,26969,29768,26910,28666,4630000,
2020-03-12,28934,29351,28160,28636,6320000,
2020-03-11,30958,31256,29470,30244,4370000,
2020-03-10,30363,30958,29946,30780,3220000,
2020-03-09,30482,30958,29946,29946,7510000,
2020-03-06,32268,32328,31851,32149,2070000,
2020-03-05,33042,33280,32506,32506,2060000,
2020-03-04,33042,33042,32685,33042,2640000,
2020-03-03,33459,33935,33161,33280,1890000,
2020-03-02,32804,33459,32625,33161,2840000,
2020-02-28,32744,33161,32506,32804,3380000,
2020-02-27,32744,33637,32506,33340,4650000,
2020-02-26,31792,32863,31554,32744,5110000,
2020-02-25,31018,32149,30958,32149,2230000,
2020-02-24,31613,32089,31256,31256,3590000,
2020-02-21,33280,33280,32566,32566,2310000,
2020-02-20,33399,33578,33042,33221,1240000,
2020-02-19,33280,33459,33042,33161,1080000,
2020-02-18,32387,33340,32328,33340,2790000,
2020-02-17,32506,32506,32149,32268,1150000,
2020-02-14,32208,32447,32149,32447,1400000,
2020-02-13,32208,32447,31970,32328,1640000,
2020-02-12,32030,32566,31970,32208,1750000,
2020-02-11,31494,31970,31375,31911,1720000,
2020-02-10,31196,31554,31018,31315,1170000,
2020-02-07,31554,31851,31434,31732,1930000,
2020-02-06,31256,31911,30839,31911,2710000,
2020-02-05,31137,31434,30958,30958,2620000,
2020-02-04,31196,31196,30363,30839,2620000,
2020-02-03,29529,31256,29172,30661,5720000,
2020-01-31,32149,32685,30958,30958,6540000,
